meas,index,voice,loc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal,dyn,even,tempo
343,17,1,10748,,1552.909,0.05,8,,B1,mp,14,144,35,14,,,,g,,,,
343,17,1,10748,,1552.959,,,,,,,144,35,0,,,,,,,,
343,18,1,10749,,1552.984,0.05,8,,F#4,mp+,15,144,66,15,,,,g,,,,
343,18,1,10749,,1553.034,,,,,,,144,66,0,,,,,,,,
343,19,1,10750,1792,1553.059,2.06896551724138,2,,E5,f,20,144,76,20,,,,,,,,
343,20,2,10751,1792,1553.059,2.06896551724138,2,,D4,mf,17,144,62,17,,,,,,,,
343,21,2,10752,1792,1553.059,2.06896551724138,2,,F#4,mf,17,144,66,17,,,,,,,,
343,22,3,10753,1792,1553.059,2.06896551724138,2,,G1,f,20,144,31,20,,,,,,d,,
343,23,4,10754,1792,1553.059,2.06896551724138,2,,B1,mp,14,144,35,14,,,,,,d,,
344,0,0,10755,0,1555.128,,,,,,,,,,344,,,,,,,
344,1,1,10756,0,1555.128,4.13793103448276,1,,E5,,,,,,,,,,,,,
344,2,2,10757,0,1555.128,4.13793103448276,1,,D4,,,,,,,,,,,,,
344,3,2,10758,0,1555.128,4.13793103448276,1,,F#4,,,,,,,,,,,,,
344,4,3,10759,0,1555.128,4.13793103448276,1,,G1,,,,,,,,,,,d,,
344,5,4,10760,0,1555.128,4.13793103448276,1,,B1,,,,,,,,,,,d,,
343,19,1,10750,1792,1559.266,,,,,,,144,76,0,,,,,,,,
343,20,2,10751,1792,1559.266,,,,,,,144,62,0,,,,,,,,
343,21,2,10752,1792,1559.266,,,,,,,144,66,0,,,,,,,,
343,22,3,10753,1792,1559.266,,,,,,,144,31,0,,,,,,,,
343,23,4,10754,1792,1559.266,,,,,,,144,35,0,,,,,,,,
344,6,0,10761,1024,1559.266,,,,,,,176,64,0,,,,,^,,,
344,7,1,10762,1024,1559.266,,,,<R>,,,176,102,0,,,,,,,,
344,8,2,10763,1024,1559.266,,,,<R>,,,176,102,0,,,,,,,,
344,9,3,10764,1024,1559.266,,,,<R>,,,176,102,0,,,,,,,,
344,10,4,10765,1024,1559.266,,,,<R>,,,176,102,0,,,,,,,,
344,11,1,10766,1248,1560.171,0.129310344827586,32,,E5,p,11,144,76,11,,,,,,d,,
344,12,3,10767,1248,1560.171,0.129310344827586,32,,B1,f,20,144,35,20,,,,,,,,
344,13,3,10768,1248,1560.171,0.129310344827586,32,,D4,f,20,144,62,20,,,,,,,,
344,14,3,10769,1248,1560.171,0.129310344827586,32,,F#4,f,20,144,66,20,,,,,,,,
344,15,4,10770,1248,1560.171,0.129310344827586,32,,G#1,p,11,144,32,11,,,,,,d,,
344,11,1,10766,1248,1560.3,,,,,,,144,76,0,,,,,,,,
344,12,3,10767,1248,1560.3,,,,,,,144,35,0,,,,,,,,
344,13,3,10768,1248,1560.3,,,,,,,144,62,0,,,,,,,,
344,14,3,10769,1248,1560.3,,,,,,,144,66,0,,,,,,,,
344,15,4,10770,1248,1560.3,,,,,,,144,32,0,,,,,,,,
344,17,1,10771,1280,1560.3,0.169719827586207,16,,F#7,fff,24,144,102,24,,,,,,d,,
344,18,2,10772,1280,1560.3,,,,<R>,,,176,102,0,,,,,,,,
344,19,3,10773,1280,1560.3,,,,<R>,,,176,102,0,,,,,,,,
344,20,4,10774,1280,1560.3,,,,<R>,,,176,102,0,,,,,,,,
344,16,0,10775,1280,1560.3,,,,,,,176,64,127,,,,,V,,,
344,17,1,10771,1280,1560.47,,,,,,,144,102,0,,,,,,,,
344,21,1,10776,1322,1560.47,0.347521551724138,8,,D4,mf,17,144,62,17,,,,,,d,,
344,22,1,10777,1322,1560.47,0.517241379310345,8,,F#4,mf,17,144,66,17,,,,,,d,,
344,23,1,10778,1322,1560.47,0.517241379310345,8,,E5,pp,8,144,76,8,,,,,,d,,
344,24,3,10779,1322,1560.47,0.347521551724138,8,,G#1,mf,17,144,32,17,,,,,,d,,
344,25,3,10780,1322,1560.47,0.517241379310345,8,,B1,mf,17,144,35,17,,,,,,d,,
344,26,4,10781,1322,1560.47,0.347521551724138,8,,D#1,fff,24,144,27,24,,,,,,d,,
344,27,0,10782,1344,1560.538,,,,,,,176,64,0,,,,,^,,,
344,21,1,10776,1322,1560.818,,,,,,,144,62,0,,,,,,,,
344,22,1,10777,1322,1560.818,,,,,,,144,66,0,,,,,,,,
344,24,3,10779,1322,1560.818,,,,,,,144,32,0,,,,,,,,
344,25,3,10780,1322,1560.818,,,,,,,144,35,0,,,,,,,,
344,29,1,10783,1408,1560.818,0.517241379310345,8,,D4,p,11,144,62,11,,,,,,d,,
344,30,1,10784,1408,1560.818,0.517241379310345,8,,F#4,p,11,144,66,11,,,,,,d,,
344,31,3,10785,1408,1560.818,0.517241379310345,8,,G#1,mf,17,144,32,17,,,,,,,,
344,32,3,10786,1408,1560.818,0.517241379310345,8,,B1,mf,17,144,35,17,,,,,,,,
344,33,4,10787,1408,1560.818,0.517241379310345,8,,D#1,,,,,,,,,,,,,
344,28,0,10788,1408,1560.838,,,,,,,176,64,127,,,,,V,,,
344,23,1,10778,1322,1560.987,,,,,,,144,76,0,,,,,,,,
344,34,0,10789,1536,1561.185,,,,,,,176,64,0,,,,,^,,,
344,26,4,10781,1322,1561.335,,,,,,,144,27,0,,,,,,,,
344,29,1,10783,1408,1561.335,,,,,,,144,62,0,,,,,,,,
344,30,1,10784,1408,1561.335,,,,,,,144,66,0,,,,,,,,
344,31,3,10785,1408,1561.335,,,,,,,144,32,0,,,,,,,,
344,32,3,10786,1408,1561.335,,,,,,,144,35,0,,,,,,,,
344,36,1,10790,1536,1561.335,,,,<R>,,,176,102,0,,,,,,,,
344,37,2,10791,1536,1561.335,,,,<R>,,,176,102,0,,,,,,,,
344,38,3,10792,1536,1561.335,3.10344827586207,2,,G#1,ppp,5,144,32,5,,,,,,d,,
344,39,3,10793,1536,1561.335,2.06896551724138,2,,B1,ppp,5,144,35,5,,,,,,d,,
344,40,4,10794,1536,1561.335,3.10344827586207,2,,D#1,p,11,144,27,11,,,,,,d,,
344,35,0,10795,1536,1561.485,,,,,,,176,64,127,,,,,V,,,
344,39,3,10793,1536,1563.404,,,,,,,144,35,0,,,,,,,,
344,38,3,10792,1536,1564.438,,,,,,,144,32,0,,,,,,,,
344,40,4,10794,1536,1564.438,,,,,,,144,27,0,,,,,,,,
345,0,0,10796,0,1564.438,,,,,,,,,,345,,,,,,,
345,1,1,10797,0,1564.438,,,,<R>,,,176,102,0,,,,,,,,
345,2,2,10798,0,1564.438,,,,<R>,,,176,102,0,,,,,,,,
345,3,3,10799,0,1564.438,,,,<R>,,,176,102,0,,,,,,,,
345,4,1,10800,85,1564.782,,,,<R>,,,176,102,0,,,,,,,,
345,5,0,10801,148,1565.018,,,,,,,176,64,0,,,,,^,,,
345,6,3,10802,192,1565.214,0.129310344827586,32,,C4,p,11,144,60,11,,,,,,d,,
345,8,1,10803,213,1565.299,0.173760775862069,16,,F#7,pp,8,144,102,8,,,,,,d,,
345,7,0,10804,213,1565.318,,,,,,,176,64,127,,,,,V,,,
345,9,3,10805,224,1565.344,0.129310344827586,32,,E4,mp,14,144,64,14,,,,,,,,
345,6,3,10802,192,1565.344,,,,,,,144,60,0,,,,,,,,
345,8,1,10803,213,1565.473,,,,,,,144,102,0,,,,,,,,
345,9,3,10805,224,1565.473,,,,,,,144,64,0,,,,,,,,
345,10,1,10806,256,1565.473,0.517241379310345,8,,D#1,pp,8,144,27,8,,,,,,d,,
345,11,1,10807,256,1565.473,0.517241379310345,8,,A#3,pp,8,144,58,8,,,,,,d,,
345,12,2,10808,256,1565.473,1.55172413793103,4,,G#1,ppp,5,144,32,5,,,,,,d,,
345,13,2,10809,256,1565.473,1.03448275862069,4,,B1,ppp,5,144,35,5,,,,,,d,,
345,14,3,10810,256,1565.473,0.258620689655172,16,,A1,mf,17,144,33,17,,,,,,d,,
345,14,3,10810,256,1565.731,,,,,,,144,33,0,,,,,,,,
345,15,3,10811,320,1565.731,0.775862068965517,8,,A1,p,11,144,33,11,,,,,,d,,
345,16,3,10812,320,1565.731,0.517241379310345,8,,D3,p,11,144,50,11,,,,,,d,,
345,10,1,10806,256,1565.99,,,,,,,144,27,0,,,,,,,,
345,11,1,10807,256,1565.99,,,,,,,144,58,0,,,,,,,,
345,16,3,10812,320,1565.99,,,,,,,144,50,0,,,,,,,,
345,17,1,10813,384,1565.99,0.169719827586207,16,,D3,ff,22,144,50,22,,,,,,d,,
345,18,1,10814,426,1566.16,0.347521551724138,8,,E7,ff,22,144,100,22,,,,,,d,,
345,13,2,10809,256,1566.507,,,,,,,144,35,0,,,,,,,,
345,18,1,10814,426,1566.507,,,,,,,144,100,0,,,,,,,,
345,19,1,10815,512,1566.507,,,,<R>,,,176,102,0,,,,,,,,
345,20,3,10816,512,1566.507,0.517241379310345,8,,A1,,,,,,,,,,,,,
345,21,3,10817,512,1566.507,0.517241379310345,8,,D3,,,,,,,,,,,,,
345,17,1,10813,384,1566.766,,,,,,,144,50,0,,,,,,,,
345,12,2,10808,256,1567.025,,,,,,,144,32,0,,,,,,,,
345,15,3,10811,320,1567.025,,,,,,,144,33,0,,,,,,,,
345,22,2,10818,640,1567.025,,,,<R>,,,176,102,0,,,,,,,,
345,23,3,10819,640,1567.025,0.0848599137931035,32,,A0,ppp,5,144,21,5,,,,,,D,e,
345,24,3,10820,661,1567.109,0.0848599137931035,32,,A0,,,,,,,,,,,,e,
345,25,3,10821,661,1567.109,0.129310344827586,32,,G#1,ppp+,6,144,32,6,,,,,,,e,
345,26,3,10822,682,1567.194,0.0889008620689655,32,,A0,,,,,,,,,,,,e,
345,27,3,10823,682,1567.194,0.129310344827586,32,,G#1,,,,,,,,,,,,e,
345,28,3,10824,682,1567.194,0.129310344827586,32,,D2,ppp+,6,144,38,6,,,,,,,e,
345,29,3,10825,704,1567.283,0.0848599137931035,32,,A0,,,,,,,,,,,,e,
345,30,3,10826,704,1567.283,0.129310344827586,32,,G#1,,,,,,,,,,,,e,
345,31,3,10827,704,1567.283,0.129310344827586,32,,D2,,,,,,,,,,,,e,
345,32,3,10828,704,1567.283,0.129310344827586,32,,A2,pp-,7,144,45,7,,,,,,,e,
345,33,0,10829,725,1567.305,,,,,,,176,64,0,,,,,^,,,
345,34,3,10830,725,1567.368,0.173760775862069,16,,A0,,,,,,,,,,,,E,
345,35,3,10831,725,1567.368,0.258620689655172,16,,G#1,,,,,,,,,,,,E,
345,36,3,10832,725,1567.368,0.258620689655172,16,,D2,,,,,,,,,,,,E,
345,37,3,10833,725,1567.368,0.258620689655172,16,,A2,,,,,,,,,,,,E,
345,38,3,10834,725,1567.368,0.258620689655172,16,,C3,pp,8,144,48,8,,,,,,,E,
345,40,1,10835,768,1567.542,,,,<R>,,,176,102,0,,,,,,,,
345,41,2,10836,768,1567.542,,,,<R>,,,176,102,0,,,,,,,,
345,42,3,10837,768,1567.542,0.517241379310345,8,,A0,,,,,,,,,,,,,
345,43,3,10838,768,1567.542,0.517241379310345,8,,G#1,,,,,,,,,,,,,
345,44,3,10839,768,1567.542,0.517241379310345,8,,D2,,,,,,,,,,,,,
345,45,3,10840,768,1567.542,0.517241379310345,8,,A2,,,,,,,,,,,,,
345,46,3,10841,768,1567.542,0.517241379310345,8,,C3,,,,,,,,,,,,,
345,39,0,10842,768,1567.605,,,,,,,176,64,127,,,,,V,,,
345,47,0,10843,896,1567.909,,,,,,,176,64,0,,,,,^,,,
345,49,3,10844,896,1568.059,0.0848599137931035,32,,A0,pp,8,144,21,8,,,,,,d,,
345,23,3,10819,640,1568.059,,,,,,,144,21,0,,,,,,,,
345,49,3,10844,896,1568.144,,,,,,,144,21,0,,,,,,,,
345,50,3,10845,917,1568.144,0.0848599137931035,32,,G#1,pp+,9,144,32,9,,,,,,,,
345,38,3,10834,725,1568.144,,,,,,,144,48,0,,,,,,,,
345,32,3,10828,704,1568.188,,,,,,,144,45,0,,,,,,,,
345,48,0,10846,896,1568.209,,,,,,,176,64,127,,,,,V,,,
345,50,3,10845,917,1568.229,,,,,,,144,32,0,,,,,,,,
345,51,3,10847,938,1568.229,0.0889008620689655,32,,D2,p,11,144,38,11,,,,,,,,
345,28,3,10824,682,1568.229,,,,,,,144,38,0,,,,,,,,
345,25,3,10821,661,1568.273,,,,,,,144,32,0,,,,,,,,
345,51,3,10847,938,1568.318,,,,,,,144,38,0,,,,,,,,
345,52,3,10848,960,1568.318,0.0484913793103448,64,,E3,p+,12,144,52,12,,,,,,,e,
345,52,3,10848,960,1568.366,,,,,,,144,52,0,,,,,,,,
345,53,3,10849,972,1568.366,0.0525323275862069,64,,G#1,mp-,13,144,32,13,,,,,,,e,
345,53,3,10849,972,1568.419,,,,,,,144,32,0,,,,,,,,
345,54,3,10850,985,1568.419,0.0525323275862069,64,,E3,mp,14,144,52,14,,,,,,,e,
345,54,3,10850,985,1568.471,,,,,,,144,52,0,,,,,,,,
345,55,3,10851,998,1568.471,0.0525323275862069,64,,G#1,mp+,15,144,32,15,,,,,,,e,
345,55,3,10851,998,1568.524,,,,,,,144,32,0,,,,,,,,
345,56,3,10852,1011,1568.524,0.0525323275862069,64,,D2,mf-,16,144,38,16,,,,,,,e,
345,56,3,10852,1011,1568.576,,,,,,,144,38,0,,,,,,,,
345,57,3,10853,1024,1568.576,0.129310344827586,32,,A0,mf,17,144,21,17,,,,,,d,E 6026,
345,57,3,10853,1024,1568.706,,,,,,,144,21,0,,,,,,,,
345,58,3,10854,1056,1568.706,0.129310344827586,32,,D2,mf,17,144,38,17,,,,,,d,,
345,58,3,10854,1056,1568.835,,,,,,,144,38,0,,,,,,,,
345,59,3,10855,1088,1568.835,0.0848599137931035,32,,E3,mp+,15,144,52,15,,,,,,,,
345,59,3,10855,1088,1568.92,,,,,,,144,52,0,,,,,,,,
345,60,3,10856,1109,1568.92,0.0848599137931035,32,,C3,mp-,13,144,48,13,,,,,,,,
345,60,3,10856,1109,1569.005,,,,,,,144,48,0,,,,,,,,
345,61,3,10857,1130,1569.005,0.0889008620689655,32,,E3,p,11,144,52,11,,,,,,,,
345,61,3,10857,1130,1569.094,,,,,,,144,52,0,,,,,,,,
345,62,3,10858,1152,1569.094,0.0646551724137931,64,,A0,p-,10,144,21,10,,,,,,,,
345,62,3,10858,1152,1569.158,,,,,,,144,21,0,,,,,,,,
345,63,3,10859,1168,1569.158,0.0646551724137931,64,,G#1,pp+,9,144,32,9,,,,,,,,
345,63,3,10859,1168,1569.223,,,,,,,144,32,0,,,,,,,,
345,64,3,10860,1184,1569.223,0.0646551724137931,64,,D2,pp-,7,144,38,7,,,,,,,,
345,64,3,10860,1184,1569.287,,,,,,,144,38,0,,,,,,,,
345,65,3,10861,1200,1569.287,0.0646551724137931,64,,C3,ppp+,6,144,48,6,,,,,,d,,
345,65,3,10861,1200,1569.352,,,,,,,144,48,0,,,,,,,,
345,66,3,10862,1216,1569.352,0.258620689655172,16,,E3,ppp,5,144,52,5,,,,,,D 6026,,
345,67,0,10863,1216,1569.352,,,,,,,,,,,6026,,,,,,
345,68,0,10864,1279,1569.459,,,,,,,176,64,0,,,,,^,,,
345,66,3,10862,1216,1569.611,,,,,,,144,52,0,,,,,,,,
346,2,0,10865,0,1569.611,,,,,,,,,,346,,,,,,,
346,1,3,10866,0,1569.611,0.129310344827586,32,,G#3,p,11,144,56,11,,,,,,,,
346,3,1,10867,0,1569.611,0.129310344827586,32,,D7,pp,8,144,98,8,,,,,,,,
346,4,2,10868,0,1569.611,,,,<R>,,,176,102,0,,,,,,,,
346,1,3,10866,0,1569.74,,,,,,,144,56,0,,,,,,,,
346,3,1,10867,0,1569.74,,,,,,,144,98,0,,,,,,,,
346,5,3,10869,32,1569.74,0.775862068965517,8,,C4,p,11,144,60,11,,,,,,,,
346,6,1,10870,32,1569.74,0.129310344827586,32,,F#4,pp-,7,144,66,7,,,,,,,,
346,0,0,10871,0,1569.759,,,,,,,176,64,127,,,,,V,,,
346,6,1,10870,32,1569.869,,,,,,,144,66,0,,,,,,,,
346,7,1,10872,64,1569.869,0.0848599137931035,32,,B4,pp-,7,144,71,7,,,,,,,,
346,7,1,10872,64,1569.954,,,,,,,144,71,0,,,,,,,,
346,8,1,10873,85,1569.954,0.0848599137931035,32,,C5,pp-,7,144,72,7,,,,,,,,
346,8,1,10873,85,1570.039,,,,,,,144,72,0,,,,,,,,
346,9,1,10874,106,1570.039,0.0889008620689655,32,,B4,ppp+,6,144,71,6,,,,,,,,
346,9,1,10874,106,1570.128,,,,,,,144,71,0,,,,,,,,
346,10,1,10875,128,1570.128,0.0848599137931035,32,,D6,ppp+,6,144,86,6,,,,,,,,
346,10,1,10875,128,1570.213,,,,,,,144,86,0,,,,,,,,
346,11,1,10876,149,1570.213,0.0848599137931035,32,,F#4,ppp,5,144,66,5,,,,,,,,
346,11,1,10876,149,1570.298,,,,,,,144,66,0,,,,,,,,
346,12,1,10877,170,1570.298,0.0646551724137931,32,,C5,ppp,5,144,72,5,,,,,,,,
346,12,1,10877,170,1570.362,,,,,,,144,72,0,,,,,,,,
346,13,1,10878,186,1570.362,0.0686961206896552,32,,B4,ppp,5,144,71,5,,,,,,,,
346,13,1,10878,186,1570.431,,,,,,,144,71,0,,,,,,,,
346,14,1,10879,203,1570.431,0.0727370689655172,32,,C5,ppp,5,144,72,5,,,,,,,,
346,14,1,10879,203,1570.504,,,,,,,144,72,0,,,,,,,,
346,15,1,10880,221,1570.504,0.0686961206896552,32,,B4,ppp-,4,144,71,4,,,,,,,,
346,5,3,10869,32,1570.516,,,,,,,144,60,0,,,,,,,,
346,16,3,10881,224,1570.516,0.129310344827586,32,,G#3,ppp,5,144,56,5,,,,,,d,,
346,15,1,10880,221,1570.572,,,,,,,144,71,0,,,,,,,,
346,17,1,10882,238,1570.572,0.0727370689655172,32,,C5,ppp-,4,144,72,4,,,,,,,,
346,16,3,10881,224,1570.645,,,,,,,144,56,0,,,,,,,,
346,17,1,10882,238,1570.645,,,,,,,144,72,0,,,,,,,,
346,18,1,10883,256,1570.645,,,,<R>,,,176,102,0,,,,,,,,
346,19,3,10884,256,1570.645,0.905172413793103,8,,C4,ppp,5,144,60,5,,,,,,d,,
346,20,0,10885,410,1571.268,,,,,,,176,64,0,,,,,^,,,
346,19,3,10884,256,1571.55,,,,,,,144,60,0,,,,,,,,
346,23,1,10886,,1571.55,0.05,8,,F#2,mf,17,144,42,17,,,,g,,d,e,
346,23,1,10886,,1571.6,,,,,,,144,42,0,,,,,,,,
346,24,1,10887,,1571.625,0.05,8,,C3,mf,17,144,48,17,,,,g,,,e,
346,24,1,10887,,1571.675,,,,,,,144,48,0,,,,,,,,
346,25,1,10888,,1571.7,0.05,8,,G#2,mf,17,144,44,17,,,,g,,,e,
346,25,1,10888,,1571.75,,,,,,,144,44,0,,,,,,,,
346,26,1,10889,,1571.775,0.05,8,,F5,mf,17,144,77,17,,,,g,,,E,
346,26,1,10889,,1571.825,,,,,,,144,77,0,,,,,,,,
346,22,3,10890,480,1571.85,0.129310344827586,32,,F4,mf,17,144,65,17,,,,,,D,,
346,21,0,10891,480,1571.85,,,,,,,176,64,127,,,,,V,,,
346,22,3,10890,480,1571.98,,,,,,,144,65,0,,,,,,,,
346,27,1,10892,512,1571.98,0.169719827586207,16,,C5,mf,17,144,72,17,,,,,,,,
346,28,3,10893,512,1571.98,,,,<R>,,,176,102,0,,,,,,,,
346,27,1,10892,512,1572.149,,,,,,,144,72,0,,,,,,,,
346,29,1,10894,554,1572.149,0.173760775862069,16,,E6,mf,17,144,88,17,,,,,,,,
346,29,1,10894,554,1572.323,,,,,,,144,88,0,,,,,,,,
346,30,1,10895,597,1572.323,0.173760775862069,16,,F#1,mf-,16,144,30,16,,,,,,,,
346,30,1,10895,597,1572.497,,,,,,,144,30,0,,,,,,,,
346,31,1,10896,640,1572.497,,,,<R>,,,176,102,0,,,,,,,,
346,35,1,10897,,1572.789,0.05,8,,G#5,pp,8,144,80,8,,,,g,,,,
346,35,1,10897,,1572.839,,,,,,,144,80,0,,,,,,,,
346,36,1,10898,,1572.864,0.05,8,,A4,p+,12,144,69,12,,,,g,,,,
346,36,1,10898,,1572.914,,,,,,,144,69,0,,,,,,,,
346,37,1,10899,,1572.939,0.05,8,,C7,mf,17,144,96,17,,,,g,,,,
346,37,1,10899,,1572.989,,,,,,,144,96,0,,,,,,,,
346,32,1,10900,768,1573.014,,,,<R>,,,176,102,0,,,,,,,,
346,33,3,10901,768,1573.014,,,,<R>,,,176,102,0,,,,,,,,
346,34,0,10902,865,1573.406,,,,,,,176,64,0,,,,,^,,,
346,38,1,10903,,1574.049,0.05,8,,D4,mp,14,144,62,14,,,,g,,,,
346,38,1,10903,,1574.099,,,,,,,144,62,0,,,,,,,,
346,39,1,10904,,1574.124,0.05,8,,A#2,p,11,144,46,11,,,,g,,,,
346,39,1,10904,,1574.174,,,,,,,144,46,0,,,,,,,,
346,40,1,10905,,1574.199,0.05,8,,D4,pp,8,144,62,8,,,,g,,,,
346,40,1,10905,,1574.249,,,,,,,144,62,0,,,,,,,,
346,41,1,10906,1024,1574.274,0.517241379310345,8,,G#3,mf,17,144,56,17,,,,,,d,,
346,42,2,10907,1024,1574.274,1.03448275862069,4,,F#3,ppp,5,144,54,5,,,,,,d,,
346,43,3,10908,,1574.274,0.05,8,,F3,ppp,5,144,53,5,,,,g,,,,
346,43,3,10908,,1574.324,,,,,,,144,53,0,,,,,,,,
346,44,3,10909,1024,1574.349,0.129310344827586,32,,G#2,p,11,144,44,11,,,,,,,,
346,44,3,10909,1024,1574.478,,,,,,,144,44,0,,,,,,,,
346,45,3,10910,1056,1574.478,0.0848599137931035,32,,C3,p,11,144,48,11,,,,,,,,
346,45,3,10910,1056,1574.563,,,,,,,144,48,0,,,,,,,,
346,46,3,10911,1077,1574.563,0.0848599137931035,32,,F#1,p-,10,144,30,10,,,,,,,,
346,46,3,10911,1077,1574.648,,,,,,,144,30,0,,,,,,,,
346,47,3,10912,1098,1574.648,0.0889008620689655,32,,C3,p-,10,144,48,10,,,,,,,,
346,47,3,10912,1098,1574.737,,,,,,,144,48,0,,,,,,,,
346,48,3,10913,1120,1574.737,0.129310344827586,32,,E5,p-,10,144,76,10,,,,,,,,
346,41,1,10906,1024,1574.791,,,,,,,144,56,0,,,,,,,,
346,48,3,10913,1120,1574.866,,,,,,,144,76,0,,,,,,,,
346,49,1,10914,1152,1574.866,0.517241379310345,8,,C6,f,20,144,84,20,,,,,,,,
346,50,3,10915,1152,1574.866,0.129310344827586,32,,F3,p-,10,144,53,10,,,,,,,,
346,50,3,10915,1152,1574.995,,,,,,,144,53,0,,,,,,,,
346,51,3,10916,1184,1574.995,0.258620689655172,16,,G#2,pp+,9,144,44,9,,,,,,,,
346,51,3,10916,1184,1575.254,,,,,,,144,44,0,,,,,,,,
346,52,3,10917,1248,1575.254,0.129310344827586,32,,F3,pp+,9,144,53,9,,,,,,,,
346,42,2,10907,1024,1575.308,,,,,,,144,54,0,,,,,,,,
346,49,1,10914,1152,1575.383,,,,,,,144,84,0,,,,,,,,
346,52,3,10917,1248,1575.383,,,,,,,144,53,0,,,,,,,,
346,53,1,10918,1280,1575.383,,,,<R>,,,176,102,0,,,,,,,,
346,54,2,10919,1280,1575.383,,,,<R>,,,176,102,0,,,,,,,,
346,55,3,10920,1280,1575.383,0.387931034482759,16,,C3,pp,8,144,48,8,,,,,,,,
346,55,3,10920,1280,1575.771,,,,,,,144,48,0,,,,,,,,
346,56,3,10921,1376,1575.771,0.387931034482759,16,,G2,pp-,7,144,43,7,,,,,,,,
346,56,3,10921,1376,1576.159,,,,,,,144,43,0,,,,,,,,
346,57,3,10922,1472,1576.159,0.258620689655172,16,,E4,ppp+,6,144,64,6,,,,,,,,
346,57,3,10922,1472,1576.418,,,,,,,144,64,0,,,,,,,,
346,59,1,10923,1536,1576.418,1.03448275862069,4,,B4,mf,17,144,71,17,,,,,,,,
346,60,2,10924,1536,1576.418,,,,<R>,,,176,102,0,,,,,,,,
346,58,1,10925,,1576.418,0.05,8,,D#4,mf,17,144,63,17,,,,g,,,,
346,61,3,10926,,1576.418,0.05,8,,G#1,ppp+,6,144,32,6,,,,g,,,,
346,58,1,10925,,1576.468,,,,,,,144,63,0,,,,,,,,
346,61,3,10926,,1576.468,,,,,,,144,32,0,,,,,,,,
346,62,3,10927,1536,1576.568,0.0646551724137931,64,,F2,ppp,5,144,41,5,,,,,,,,
346,62,3,10927,1536,1576.632,,,,,,,144,41,0,,,,,,,,
346,63,3,10928,1552,1576.632,0.0646551724137931,64,,F#1,ppp,5,144,30,5,,,,,,,,
346,63,3,10928,1552,1576.697,,,,,,,144,30,0,,,,,,,,
346,64,3,10929,1568,1576.697,0.387931034482759,16,,C2,ppp,5,144,36,5,,,,,,,,
346,64,3,10929,1568,1577.085,,,,,,,144,36,0,,,,,,,,
346,65,3,10930,1664,1577.085,0.517241379310345,8,,E3,ppp,5,144,52,5,,,,,,,,
346,59,1,10923,1536,1577.452,,,,,,,144,71,0,,,,,,,,
346,65,3,10930,1664,1577.602,,,,,,,144,52,0,,,,,,,,
346,66,1,10931,1792,1577.602,,,,<R>,,,176,102,0,,,,,,,,
346,67,3,10932,1792,1577.602,0.0646551724137931,64,,F#2,p,11,144,42,11,,,,,,,,
346,67,3,10932,1792,1577.667,,,,,,,144,42,0,,,,,,,,
346,68,3,10933,1808,1577.667,0.0646551724137931,64,,D3,p-,10,144,50,10,,,,,,,,
346,68,3,10933,1808,1577.731,,,,,,,144,50,0,,,,,,,,
346,69,3,10934,1824,1577.731,0.0646551724137931,64,,G4,pp+,9,144,67,9,,,,,,,,
346,69,3,10934,1824,1577.796,,,,,,,144,67,0,,,,,,,,
346,70,3,10935,1840,1577.796,0.0646551724137931,64,,A#3,pp,8,144,58,8,,,,,,,,
346,70,3,10935,1840,1577.861,,,,,,,144,58,0,,,,,,,,
346,71,3,10936,1856,1577.861,0.0646551724137931,64,,G#3,pp-,7,144,56,7,,,,,,,,
346,71,3,10936,1856,1577.925,,,,,,,144,56,0,,,,,,,,
346,72,3,10937,1872,1577.925,0.0969827586206896,64,,D3,ppp+,6,144,50,6,,,,,,,,
346,72,3,10937,1872,1578.022,,,,,,,144,50,0,,,,,,,,
346,73,3,10938,1896,1578.022,0.0969827586206896,64,,G4,ppp,5,144,67,5,,,,,,,,
346,73,3,10938,1896,1578.119,,,,,,,144,67,0,,,,,,,,
346,74,0,10939,1920,1578.145,,,,,,,,,,,,46,,,,,
346,76,1,10940,1920,1578.145,,,,<R>,,,176,102,0,,,,,,,,
346,77,3,10941,1920,1578.145,0.652173913043478,8,,F#1,ppp,5,144,30,5,,,,,,,,
346,78,3,10942,1920,1578.145,0.652173913043478,8,,G#1,ppp,5,144,32,5,,,,,,,,
346,79,3,10943,1920,1578.145,0.652173913043478,8,,C2,ppp,5,144,36,5,,,,,,,,
346,80,3,10944,1920,1578.145,0.652173913043478,8,,F2,ppp,5,144,41,5,,,,,,,,
346,81,3,10945,1920,1578.145,0.652173913043478,8,,E3,ppp,5,144,52,5,,,,,,,,
346,77,3,10941,1920,1578.195,,,,,,,144,30,0,,,,,,,,
346,78,3,10942,1920,1578.195,,,,,,,144,32,0,,,,,,,,
346,79,3,10943,1920,1578.195,,,,,,,144,36,0,,,,,,,,
346,80,3,10944,1920,1578.195,,,,,,,144,41,0,,,,,,,,
346,81,3,10945,1920,1578.195,,,,,,,144,52,0,,,,,,,,
346,75,0,10946,1920,1578.445,,,,,,,176,64,127,,,,,V,,,
346,1,0,10947,2047,1578.792,,,,,,,176,64,0,,,,,^,,,
347,0,0,10948,0,1578.797,,,,,,,,,,347,,,,,,,
