meas,index,voice,loc,tick,sec,dur,rval,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal
389,38,1,13097,640,1816.619,,,,,,144,105,0,,,,,
389,40,3,13099,640,1816.619,,,,,,144,56,0,,,,,
389,43,0,13102,725,1816.646,,,,,,176,64,0,,,,,^
389,41,1,13100,682,1816.706,,,,,,144,95,0,,,,,
389,45,3,13104,725,1816.706,43,16.0,A2,p,11,144,45,11,,,,,
389,45,3,13104,725,1816.886,,,,,,144,45,0,,,,,
389,47,1,13105,768,1816.886,512,2.0,A2,p,11,144,45,11,,,,,
389,48,1,13106,768,1816.886,512,2.0,B3,ppp,5,144,59,5,,,,,
389,49,1,13107,768,1816.886,512,2.0,B6,p,11,144,95,11,,,,,
389,46,0,13109,768,1816.946,,,,,,176,64,127,,,,,V
389,51,3,13110,819,1817.1,25,32.0,F#2,p,11,144,42,11,,,,,
389,52,3,13111,819,1817.1,32,32.0,G3,p,11,144,55,11,,,,,
389,51,3,13110,819,1817.205,,,,,,144,42,0,,,,,
389,53,3,13112,844,1817.205,52,16.0,C3,p,11,144,48,11,,,,,
389,52,3,13111,819,1817.234,,,,,,144,55,0,,,,,
389,53,3,13112,844,1817.422,,,,,,144,48,0,,,,,
389,55,3,13114,917,1817.51,21,32.0,A1,pp,8,144,33,8,,,,,
389,55,3,13114,917,1817.598,,,,,,144,33,0,,,,,
389,56,3,13115,938,1817.598,22,32.0,E4,pp+,9,144,64,9,,,,,
389,56,3,13115,938,1817.69,,,,,,144,64,0,,,,,
389,57,3,13116,960,1817.69,21,32.0,D5,p-,10,144,74,10,,,,,
389,57,3,13116,960,1817.778,,,,,,144,74,0,,,,,
389,58,3,13117,981,1817.778,21,32.0,A1,p,11,144,33,11,,,,,
389,59,3,13118,981,1817.778,32,32.0,G#2,p,11,144,44,11,,,,,
389,58,3,13117,981,1817.866,,,,,,144,33,0,,,,,
389,60,3,13119,1002,1817.866,22,32.0,D5,p+,12,144,74,12,,,,,
389,61,3,13120,1002,1817.866,32,32.0,C6,p+,12,144,84,12,,,,,
389,59,3,13118,981,1817.912,,,,,,144,44,0,,,,,
389,60,3,13119,1002,1817.958,,,,,,144,74,0,,,,,
389,62,3,13121,1024,1817.958,28,32.0,F#3,pp,8,144,54,8,,,,,
389,61,3,13120,1002,1818.0,,,,,,144,84,0,,,,,
389,62,3,13121,1024,1818.075,,,,,,144,54,0,,,,,
389,63,3,13122,1052,1818.075,28,32.0,D4,pp+,9,144,62,9,,,,,
389,63,3,13122,1052,1818.192,,,,,,144,62,0,,,,,
389,64,3,13123,1080,1818.192,29,32.0,F#3,p,11,144,54,11,,,,,
389,64,3,13123,1080,1818.314,,,,,,144,54,0,,,,,
389,65,3,13124,1109,1818.314,85,16.0,D4,p+,12,144,62,12,,,,,
389,65,3,13124,1109,1818.669,,,,,,144,62,0,,,,,
389,66,3,13125,1194,1818.669,86,16.0,F#3,mf,17,144,54,17,,,,,
389,66,3,13125,1194,1819.029,,,,,,144,54,0,,,,,
389,67,1,13126,,1819.029,,8.0,F4,mp,14,144,65,14,,,,g,
389,47,1,13105,768,1819.029,,,,,,144,45,0,,,,,
389,48,1,13106,768,1819.029,,,,,,144,59,0,,,,,
389,49,1,13107,768,1819.029,,,,,,144,95,0,,,,,
389,67,1,13126,,1819.079,,,,,,144,65,0,,,,,
390,0,0,13127,0,1819.104,,,,,,,,,390,,,,
390,1,1,13128,0,1819.104,128,8.0,C2,mp,14,144,36,14,,,,,
390,2,3,13129,0,1819.104,128,8.0,D#2,mp,14,144,39,14,,,,,
390,1,1,13128,0,1819.64,,,,,,144,36,0,,,,,
390,2,3,13129,0,1819.64,,,,,,144,39,0,,,,,
390,5,3,13132,149,1819.728,21,32.0,A1,pp,8,144,33,8,,,,,
390,5,3,13132,149,1819.816,,,,,,144,33,0,,,,,
390,6,3,13133,170,1819.816,22,32.0,E4,pp+,9,144,64,9,,,,,
390,6,3,13133,170,1819.908,,,,,,144,64,0,,,,,
390,7,3,13134,192,1819.908,21,32.0,D5,p-,10,144,74,10,,,,,
390,7,3,13134,192,1819.996,,,,,,144,74,0,,,,,
390,8,3,13135,213,1819.996,21,32.0,A1,p,11,144,33,11,,,,,
390,9,3,13136,213,1819.996,32,32.0,G#2,p,11,144,44,11,,,,,
390,8,3,13135,213,1820.084,,,,,,144,33,0,,,,,
390,10,3,13137,234,1820.084,22,32.0,D5,p+,12,144,74,12,,,,,
390,11,3,13138,234,1820.084,32,32.0,C6,p+,12,144,84,12,,,,,
390,9,3,13136,213,1820.13,,,,,,144,44,0,,,,,
390,10,3,13137,234,1820.176,,,,,,144,74,0,,,,,
390,11,3,13138,234,1820.218,,,,,,144,84,0,,,,,
390,14,3,13141,329,1820.481,36,32.0,A1,pp,8,144,33,8,,,,,
390,14,3,13141,329,1820.632,,,,,,144,33,0,,,,,
390,15,3,13142,365,1820.632,55,32.0,E4,pp,8,144,64,8,,,,,
390,15,3,13142,365,1820.862,,,,,,144,64,0,,,,,
390,16,3,13143,420,1820.862,55,32.0,G#2,pp+,9,144,44,9,,,,,
390,16,3,13143,420,1821.092,,,,,,144,44,0,,,,,
390,17,3,13144,475,1821.092,37,32.0,A1,p-,10,144,33,10,,,,,
390,17,3,13144,475,1821.247,,,,,,144,33,0,,,,,
390,19,3,13146,512,1821.247,54,32.0,C6,p-,10,144,84,10,,,,,
390,19,3,13146,512,1821.473,,,,,,144,84,0,,,,,
390,20,3,13147,566,1821.473,37,32.0,D5,p,11,144,74,11,,,,,
390,20,3,13147,566,1821.628,,,,,,144,74,0,,,,,
390,21,3,13148,603,1821.628,37,32.0,G#2,p+,12,144,44,12,,,,,
390,21,3,13148,603,1821.783,,,,,,144,44,0,,,,,
390,22,3,13149,640,1821.783,36,32.0,D5,p+,12,144,74,12,,,,,
390,22,3,13149,640,1821.934,,,,,,144,74,0,,,,,
390,23,0,13150,676,1821.934,,,,,,176,64,0,,,,,^
390,24,3,13151,676,1821.934,55,32.0,C6,p+,12,144,84,12,,,,,
390,25,0,13152,676,1821.934,,,,,,,,,,6050,,,
390,24,3,13151,676,1822.164,,,,,,144,84,0,,,,,
390,26,3,13153,731,1822.164,37,32.0,D5,p+,12,144,74,12,,,,,
390,26,3,13153,731,1822.319,,,,,,144,74,0,,,,,
390,28,1,13154,768,1822.319,85,8.0,A2,p+,12,144,45,12,,,,,
390,29,1,13155,768,1822.319,128,8.0,B6,p+,12,144,95,12,,,,,
390,27,0,13157,768,1822.319,,,,,,176,64,127,,,,,V
390,28,1,13154,768,1822.674,,,,,,144,45,0,,,,,
390,31,1,13158,853,1822.674,21,32.0,C#5,p+,12,144,73,12,,,,,
390,31,1,13158,853,1822.762,,,,,,144,73,0,,,,,
390,32,1,13159,874,1822.762,22,32.0,F#2,p+,12,144,42,12,,,,,
390,29,1,13155,768,1822.854,,,,,,144,95,0,,,,,
390,32,1,13159,874,1822.854,,,,,,144,42,0,,,,,
390,33,1,13160,896,1822.854,32,32.0,F3,p+,12,144,53,12,,,,,
390,33,1,13160,896,1822.988,,,,,,144,53,0,,,,,
390,34,1,13161,928,1822.988,32,32.0,C#4,p+,12,144,61,12,,,,,
390,34,1,13161,928,1823.122,,,,,,144,61,0,,,,,
390,35,1,13162,960,1823.122,64,16.0,F#2,p+,12,144,42,12,,,,,
390,35,1,13162,960,1823.39,,,,,,144,42,0,,,,,
390,36,1,13163,1024,1823.39,128,8.0,F4,mp,14,144,65,14,,,,,
390,37,3,13164,1024,1823.39,256,4.0,C2,mp,14,144,36,14,,,,,
390,36,1,13163,1024,1823.926,,,,,,144,65,0,,,,,
390,38,1,13165,1152,1823.926,51,16.0,G#4,mp,14,144,68,14,,,,,
390,38,1,13165,1152,1824.139,,,,,,144,68,0,,,,,
390,39,1,13166,1203,1824.139,77,16.0,A#3,mp,14,144,58,14,,,,,
390,40,0,13167,1279,1824.309,,,,,,176,64,0,,,,,^
390,39,1,13166,1203,1824.461,,,,,,144,58,0,,,,,
391,0,0,13168,0,1824.461,,,,,,,,,391,,,,
391,2,1,13169,0,1824.461,128,8.0,E4,pp,8,144,64,8,,,,,
391,3,2,13170,0,1824.461,51,16.0,A#3,mp,14,144,58,14,,,,,
391,4,2,13171,0,1824.461,64,16.0,F4,mp,14,144,65,14,,,,,
391,5,2,13172,0,1824.461,64,16.0,G#4,mp,14,144,68,14,,,,,
390,37,3,13164,1024,1824.461,,,,,,144,36,0,,,,,
391,1,0,13174,0,1824.609,,,,,,176,64,127,,,,,V
391,3,2,13170,0,1824.675,,,,,,144,58,0,,,,,
391,7,2,13175,51,1824.675,77,16.0,E6,mp,14,144,88,14,,,,,
391,4,2,13171,0,1824.729,,,,,,144,65,0,,,,,
391,5,2,13172,0,1824.729,,,,,,144,68,0,,,,,
391,2,1,13169,0,1824.997,,,,,,144,64,0,,,,,
391,7,2,13175,51,1824.997,,,,,,144,88,0,,,,,
391,8,1,13176,128,1824.997,85,8.0,D5,pp,8,144,74,8,,,,,
391,10,3,13178,170,1825.173,29,32.0,F#3,p,11,144,54,11,,,,,
391,10,3,13178,170,1825.294,,,,,,144,54,0,,,,,
391,11,3,13179,199,1825.294,28,32.0,D4,mp-,13,144,62,13,,,,,
391,8,1,13176,128,1825.353,,,,,,144,74,0,,,,,
391,12,1,13180,213,1825.353,85,8.0,E4,pp,8,144,64,8,,,,,
391,11,3,13179,199,1825.412,,,,,,144,62,0,,,,,
391,13,3,13181,227,1825.412,29,32.0,F#3,mp+,15,144,54,15,,,,,
391,13,3,13181,227,1825.533,,,,,,144,54,0,,,,,
391,18,0,13182,256,1825.533,,,,,,176,64,0,,,,,^
391,14,3,13183,256,1825.533,42,16.0,G#1,mf,17,144,32,17,,,,,
391,15,3,13184,256,1825.533,64,16.0,D#2,mf,17,144,39,17,,,,,
391,16,3,13185,256,1825.533,64,16.0,F#3,mf,17,144,54,17,,,,,
391,17,3,13186,256,1825.533,64,16.0,D4,mf,17,144,62,17,,,,,
391,12,1,13180,213,1825.709,,,,,,144,64,0,,,,,
391,14,3,13183,256,1825.709,,,,,,144,32,0,,,,,
391,15,3,13184,256,1825.709,,,,,,144,39,0,,,,,
391,17,3,13186,256,1825.709,,,,,,144,62,0,,,,,
391,20,3,13188,298,1825.709,43,16.0,G#1,mf,17,144,32,17,,,,,
391,21,3,13189,298,1825.709,64,16.0,D#2,mf,17,144,39,17,,,,,
391,22,1,13190,298,1825.709,86,8.0,D5,pp,8,144,74,8,,,,,
391,23,2,13191,298,1825.709,43,16.0,D4,mf,17,144,62,17,,,,,
391,24,2,13192,298,1825.709,64,16.0,A#4,mf,17,144,70,17,,,,,
391,16,3,13185,256,1825.801,,,,,,144,54,0,,,,,
391,20,3,13188,298,1825.889,,,,,,144,32,0,,,,,
391,23,2,13191,298,1825.889,,,,,,144,62,0,,,,,
391,21,3,13189,298,1825.977,,,,,,144,39,0,,,,,
391,24,2,13192,298,1825.977,,,,,,144,70,0,,,,,
391,22,1,13190,298,1826.069,,,,,,144,74,0,,,,,
391,27,3,13195,384,1826.069,128,8.0,C1,pp,8,144,24,8,,,,,
391,28,0,13197,384,1826.069,,,,,,176,64,127,,,,,V
391,27,3,13195,384,1826.604,,,,,,144,24,0,,,,,
391,31,1,13199,512,1826.604,128,8.0,D5,pp,8,144,74,8,,,,,
391,33,3,13201,512,1826.604,512,2.0,G1,ppp,5,144,31,5,,,,,
391,31,1,13199,512,1827.14,,,,,,144,74,0,,,,,
391,34,1,13202,640,1827.14,128,8.0,G#3,pp,8,144,56,8,,,,,
391,34,1,13202,640,1827.676,,,,,,144,56,0,,,,,
391,35,1,13203,768,1827.676,256,4.0,A7,pp,8,144,105,8,,,,,
391,37,0,13205,1024,1828.731,,,,,,176,64,0,,,,,^
391,33,3,13201,512,1828.747,,,,,,144,31,0,,,,,
391,35,1,13203,768,1828.747,,,,,,144,105,0,,,,,
391,38,1,13206,1024,1828.747,256,4.0,D5,mf,17,144,74,17,,,,,
391,39,2,13207,1024,1828.747,64,16.0,A#4,ppp,5,144,70,5,,,,,
391,40,3,13208,1024,1828.747,64,16.0,F#2,ppp,5,144,42,5,,,,,
391,41,3,13209,1024,1828.747,64,16.0,C3,ppp,5,144,48,5,,,,,
391,42,3,13210,1024,1828.747,64,16.0,G3,ppp,5,144,55,5,,,,,
391,39,2,13207,1024,1829.015,,,,,,144,70,0,,,,,
391,40,3,13208,1024,1829.015,,,,,,144,42,0,,,,,
391,41,3,13209,1024,1829.015,,,,,,144,48,0,,,,,
391,42,3,13210,1024,1829.015,,,,,,144,55,0,,,,,
391,44,2,13211,1088,1829.015,64,16.0,B5,ppp,5,144,83,5,,,,,
391,45,3,13212,1088,1829.015,64,16.0,D#2,ppp,5,144,39,5,,,,,
391,43,0,13213,1088,1829.031,,,,,,176,64,127,,,,,V
391,44,2,13211,1088,1829.283,,,,,,144,83,0,,,,,
391,45,3,13212,1088,1829.283,,,,,,144,39,0,,,,,
391,46,2,13214,1152,1829.283,64,16.0,B4,ppp,5,144,71,5,,,,,
391,47,3,13215,1152,1829.283,64,16.0,G3,ppp,5,144,55,5,,,,,
391,49,3,13217,1216,1829.551,32,32.0,C#4,ppp,5,144,61,5,,,,,
391,49,3,13217,1216,1829.685,,,,,,144,61,0,,,,,
391,50,3,13218,1248,1829.685,32,32.0,G#2,ppp,5,144,44,5,,,,,
391,46,2,13214,1152,1829.701,,,,,,144,71,0,,,,,
391,47,3,13215,1152,1829.701,,,,,,144,55,0,,,,,
391,50,3,13218,1248,1829.819,,,,,,144,44,0,,,,,
392,0,0,13219,0,1829.819,,,,,,,,,392,,,,
392,1,1,13220,0,1829.819,64,16.0,C#4,ppp,5,144,61,5,,,,,
392,2,3,13221,0,1829.819,32,32.0,G#2,ppp,5,144,44,5,,,,,
392,2,3,13221,0,1829.953,,,,,,144,44,0,,,,,
392,3,3,13222,32,1829.953,32,32.0,D#2,ppp,5,144,39,5,,,,,
391,38,1,13206,1024,1829.969,,,,,,144,74,0,,,,,
392,1,1,13220,0,1830.086,,,,,,144,61,0,,,,,
392,3,3,13222,32,1830.086,,,,,,144,39,0,,,,,
392,4,1,13223,64,1830.086,32,32.0,B4,ppp,5,144,71,5,,,,,
392,5,3,13224,64,1830.086,64,16.0,D#2,ppp,5,144,39,5,,,,,
392,4,1,13223,64,1830.22,,,,,,144,71,0,,,,,
392,6,1,13225,96,1830.22,32,32.0,G3,ppp,5,144,55,5,,,,,
392,5,3,13224,64,1830.354,,,,,,144,39,0,,,,,
392,6,1,13225,96,1830.354,,,,,,144,55,0,,,,,
392,9,1,13228,160,1830.488,21,32.0,C#4,ppp,5,144,61,5,,,,,
392,10,3,13229,160,1830.488,42,16.0,D#2,ppp,5,144,39,5,,,,,
392,11,3,13230,160,1830.488,64,16.0,G#2,ppp,5,144,44,5,,,,,
392,12,1,13231,181,1830.576,21,32.0,B4,ppp,5,144,71,5,,,,,
392,9,1,13228,160,1830.664,,,,,,144,61,0,,,,,
392,10,3,13229,160,1830.664,,,,,,144,39,0,,,,,
392,11,3,13230,160,1830.664,,,,,,144,44,0,,,,,
392,12,1,13231,181,1830.664,,,,,,144,71,0,,,,,
392,13,1,13232,202,1830.664,22,32.0,G3,ppp,5,144,55,5,,,,,
392,14,1,13233,202,1830.664,32,32.0,C#4,ppp,5,144,61,5,,,,,
392,15,3,13234,202,1830.664,22,32.0,D#2,ppp,5,144,39,5,,,,,
392,16,3,13235,202,1830.664,32,32.0,G#2,ppp,5,144,44,5,,,,,
392,17,0,13236,224,1830.673,,,,,,176,64,0,,,,,^
392,20,0,13239,224,1830.756,,,,,,,,,,6051,,,
392,22,1,13240,256,1830.89,42,16.0,C#7,fff,24,144,97,23,,,,,
392,21,0,13242,256,1830.973,,,,,,176,64,127,,,,,V
392,13,1,13232,202,1831.056,,,,,,144,55,0,,,,,
392,15,3,13234,202,1831.056,,,,,,144,39,0,,,,,
392,22,1,13240,256,1831.066,,,,,,144,97,0,,,,,
392,24,1,13243,298,1831.066,43,16.0,C#7,fff,24,144,97,23,,,,,
392,25,3,13244,298,1831.066,43,16.0,D3,fff,24,144,50,23,,,,,
392,14,1,13233,202,1831.098,,,,,,144,61,0,,,,,
392,25,3,13244,298,1831.246,,,,,,144,50,0,,,,,
392,26,1,13245,341,1831.246,171,4.0,C#7,,,,,,,,,,
392,27,3,13246,341,1831.246,171,4.0,G#1,fff,24,144,32,23,,,,,
392,28,3,13247,341,1831.246,256,4.0,D2,fff,24,144,38,23,,,,,
392,16,3,13235,202,1831.281,,,,,,144,44,0,,,,,
392,27,3,13246,341,1831.961,,,,,,144,32,0,,,,,
392,24,1,13243,298,1831.961,,,,,,144,97,0,,,,,
392,28,3,13247,341,1832.317,,,,,,144,38,0,,,,,
392,31,1,13250,768,1833.033,102,8.0,A#4,fff,24,144,70,23,,,,,
392,32,3,13251,768,1833.033,102,8.0,F#2,fff,24,144,42,23,,,,,
392,33,3,13252,768,1833.033,128,8.0,C3,fff,24,144,48,23,,,,,
392,34,3,13253,768,1833.033,128,8.0,G3,fff,24,144,55,23,,,,,
392,32,3,13251,768,1833.46,,,,,,144,42,0,,,,,
392,33,3,13252,768,1833.46,,,,,,144,48,0,,,,,
392,34,3,13253,768,1833.46,,,,,,144,55,0,,,,,
392,35,1,13254,870,1833.46,154,8.0,D6,fff,24,144,86,23,,,,,
392,36,3,13255,870,1833.46,154,8.0,F#2,fff,24,144,42,23,,,,,
392,37,3,13256,870,1833.46,128,8.0,C3,fff,24,144,48,23,,,,,
392,38,3,13257,870,1833.46,128,8.0,G3,fff,24,144,55,23,,,,,
392,31,1,13250,768,1833.685,,,,,,144,70,0,,,,,
392,39,0,13258,929,1833.707,,,,,,176,64,0,,,,,^
392,37,3,13256,870,1833.996,,,,,,144,48,0,,,,,
392,38,3,13257,870,1833.996,,,,,,144,55,0,,,,,
392,41,1,13259,,1834.029,,8.0,D4,p,11,144,62,11,,,,g,
392,41,1,13259,,1834.079,,,,,,144,62,0,,,,,
392,35,1,13254,870,1834.104,,,,,,144,86,0,,,,,
392,36,3,13255,870,1834.104,,,,,,144,42,0,,,,,
392,42,1,13260,1024,1834.104,85,8.0,E3,p,11,144,52,11,,,,,
392,40,0,13262,1024,1834.104,,,,,,176,64,127,,,,,V
392,44,3,13263,1066,1834.28,171,4.0,C1,p,11,144,24,11,,,,,
392,42,1,13260,1024,1834.46,,,,,,144,52,0,,,,,
392,45,1,13264,1109,1834.46,128,8.0,D4,p,11,144,62,11,,,,,
392,44,3,13263,1066,1834.996,,,,,,144,24,0,,,,,
392,45,1,13264,1109,1834.996,,,,,,144,62,0,,,,,
392,46,1,13265,1237,1834.996,43,16.0,E3,p,11,144,52,11,,,,,
392,47,1,13266,1237,1834.996,64,16.0,D4,p,11,144,62,11,,,,,
392,48,3,13267,1237,1834.996,43,16.0,C1,p,11,144,24,11,,,,,
392,46,1,13265,1237,1835.176,,,,,,144,52,0,,,,,
392,48,3,13267,1237,1835.176,,,,,,144,24,0,,,,,
393,0,0,13268,0,1835.176,,,,,,,,,393,,,,
392,47,1,13266,1237,1835.264,,,,,,144,62,0,,,,,
393,3,1,13271,28,1835.293,28,32.0,A4,p,11,144,69,11,,,,,
393,3,1,13271,28,1835.41,,,,,,144,69,0,,,,,
393,4,1,13272,56,1835.41,29,32.0,G#2,p+,12,144,44,12,,,,,
393,4,1,13272,56,1835.531,,,,,,144,44,0,,,,,
393,5,1,13273,85,1835.531,28,32.0,A5,p+,12,144,81,12,,,,,
393,5,1,13273,85,1835.649,,,,,,144,81,0,,,,,
393,6,1,13274,113,1835.649,29,32.0,G#2,mp-,13,144,44,13,,,,,
393,6,1,13274,113,1835.77,,,,,,144,44,0,,,,,
393,7,1,13275,142,1835.77,28,32.0,A4,mp-,13,144,69,13,,,,,
393,7,1,13275,142,1835.887,,,,,,144,69,0,,,,,
393,8,1,13276,170,1835.887,43,32.0,E3,mp,14,144,52,14,,,,,
393,8,1,13276,170,1836.067,,,,,,144,52,0,,,,,
393,9,1,13277,213,1836.067,43,32.0,C2,mp+,15,144,36,15,,,,,
393,9,1,13277,213,1836.247,,,,,,144,36,0,,,,,
393,10,1,13278,256,1836.247,42,16.0,D5,mp+,15,144,74,15,,,,,
393,10,1,13278,256,1836.423,,,,,,144,74,0,,,,,
393,12,1,13280,298,1836.423,43,16.0,G#2,mf-,16,144,44,16,,,,,
393,12,1,13280,298,1836.603,,,,,,144,44,0,,,,,
393,13,1,13281,341,1836.603,43,16.0,A6,mf,17,144,93,17,,,,,
393,14,3,13282,341,1836.603,43,16.0,C2,mf,17,144,36,17,,,,,
393,15,3,13283,341,1836.603,64,16.0,G#2,mf,17,144,44,17,,,,,
393,16,3,13284,341,1836.603,64,16.0,E3,mf,17,144,52,17,,,,,
393,13,1,13281,341,1836.783,,,,,,144,93,0,,,,,
393,14,3,13282,341,1836.783,,,,,,144,36,0,,,,,
393,15,3,13283,341,1836.871,,,,,,144,44,0,,,,,
393,16,3,13284,341,1836.871,,,,,,144,52,0,,,,,
393,19,1,13287,426,1836.959,22,32.0,E5,pp,8,144,76,8,,,,,
393,19,1,13287,426,1837.051,,,,,,144,76,0,,,,,
393,20,1,13288,448,1837.051,21,32.0,D6,pp+,9,144,86,9,,,,,
393,20,1,13288,448,1837.139,,,,,,144,86,0,,,,,
393,21,1,13289,469,1837.139,21,32.0,A6,p-,10,144,93,10,,,,,
393,21,1,13289,469,1837.227,,,,,,144,93,0,,,,,
393,22,1,13290,490,1837.227,22,32.0,C3,p,11,144,48,11,,,,,
393,22,1,13290,490,1837.319,,,,,,144,48,0,,,,,
393,23,1,13291,512,1837.319,42,16.0,E4,p+,12,144,64,12,,,,,
393,23,1,13291,512,1837.494,,,,,,144,64,0,,,,,
393,25,1,13293,554,1837.494,22,32.0,C2,mp,14,144,36,14,,,,,
393,25,1,13293,554,1837.586,,,,,,144,36,0,,,,,
393,26,1,13294,576,1837.586,21,32.0,E4,mp+,15,144,64,15,,,,,
393,26,1,13294,576,1837.674,,,,,,144,64,0,,,,,
393,27,1,13295,597,1837.674,21,32.0,D5,mf-,16,144,74,16,,,,,
393,27,1,13295,597,1837.762,,,,,,144,74,0,,,,,
393,28,1,13296,618,1837.762,22,32.0,A5,mf,17,144,81,17,,,,,
393,28,1,13296,618,1837.854,,,,,,144,81,0,,,,,
393,29,1,13297,640,1837.854,21,32.0,C3,f-,19,144,48,19,,,,,
393,29,1,13297,640,1837.942,,,,,,144,48,0,,,,,
393,30,1,13298,661,1837.942,21,32.0,G#3,f,20,144,56,20,,,,,
393,30,1,13298,661,1838.03,,,,,,144,56,0,,,,,
393,32,3,13300,682,1838.03,29,32.0,D5,f+,21,144,74,21,,,,,
393,32,3,13300,682,1838.151,,,,,,144,74,0,,,,,
393,34,3,13302,711,1838.151,28,32.0,G#1,ff,22,144,32,22,,,,,
393,35,1,13303,738,1838.264,30,16.0,A7,ff,22,144,105,22,,,,,
393,34,3,13302,711,1838.269,,,,,,144,32,0,,,,,
393,36,0,13304,739,1838.269,,,,,,176,64,0,,,,,^
393,37,3,13305,739,1838.269,29,32.0,C1,ff,22,144,24,22,,,,,
393,35,1,13303,738,1838.39,,,,,,144,105,0,,,,,
393,37,3,13305,739,1838.39,,,,,,144,24,0,,,,,
393,39,0,13307,768,1838.39,,,,,,,,,,6052,,,
393,40,3,13308,768,1838.39,256,4.0,E4,ff,22,144,64,22,,,,,
393,41,1,13309,853,1838.746,85,8.0,F#4,mp,14,144,66,14,,,,,
393,42,1,13310,853,1838.746,128,8.0,D5,mp,14,144,74,14,,,,,
393,41,1,13309,853,1839.102,,,,,,144,66,0,,,,,
393,43,1,13311,938,1839.102,86,8.0,D#4,mp,14,144,63,14,,,,,
393,42,1,13310,853,1839.281,,,,,,144,74,0,,,,,
393,43,1,13311,938,1839.461,,,,,,144,63,0,,,,,
393,44,1,13312,1024,1839.461,85,8.0,F#4,mp,14,144,66,14,,,,,
393,45,1,13313,1024,1839.461,128,8.0,D5,mp,14,144,74,14,,,,,
393,46,0,13315,1024,1839.461,,,,,,176,64,127,,,,,V
393,40,3,13308,768,1839.461,,,,,,144,64,0,,,,,
393,44,1,13312,1024,1839.817,,,,,,144,66,0,,,,,
393,48,1,13316,1109,1839.817,64,16.0,D#3,mp,14,144,51,14,,,,,
393,45,1,13313,1024,1839.997,,,,,,144,74,0,,,,,
393,48,1,13316,1109,1840.085,,,,,,144,51,0,,,,,
393,49,1,13317,1173,1840.085,21,32.0,A#5,p,11,144,82,11,,,,,
393,49,1,13317,1173,1840.173,,,,,,144,82,0,,,,,
393,50,1,13318,1194,1840.173,22,32.0,G#2,p,11,144,44,11,,,,,
393,50,1,13318,1194,1840.265,,,,,,144,44,0,,,,,
393,51,1,13319,1216,1840.265,21,32.0,A#5,p-,10,144,82,10,,,,,
393,51,1,13319,1216,1840.353,,,,,,144,82,0,,,,,
393,52,1,13320,1237,1840.353,21,32.0,G#1,pp+,9,144,32,9,,,,,
393,52,1,13320,1237,1840.441,,,,,,144,32,0,,,,,
393,53,1,13321,1258,1840.441,22,32.0,A#6,pp,8,144,94,8,,,,,
393,53,1,13321,1258,1840.533,,,,,,144,94,0,,,,,
394,0,0,13322,0,1840.533,,,,,,,,,394,,,,
394,1,1,13323,0,1840.533,76,16.0,C#7,fff,24,144,97,23,,,,,
394,1,1,13323,0,1840.851,,,,,,144,97,0,,,,,
394,4,3,13326,85,1840.889,171,4.0,G#1,fff,24,144,32,23,,,,,
394,5,3,13327,85,1840.889,256,4.0,D3,fff,24,144,50,23,,,,,
394,6,1,13328,115,1841.014,25,32.0,D7,p,11,144,98,11,,,,,
394,6,1,13328,115,1841.119,,,,,,144,98,0,,,,,
394,7,1,13329,140,1841.119,26,32.0,D#6,p,11,144,87,11,,,,,
394,7,1,13329,140,1841.228,,,,,,144,87,0,,,,,
394,8,1,13330,166,1841.228,26,32.0,F#6,p,11,144,90,11,,,,,
394,8,1,13330,166,1841.336,,,,,,144,90,0,,,,,
394,9,1,13331,192,1841.336,25,32.0,D#5,p,11,144,75,11,,,,,
394,9,1,13331,192,1841.441,,,,,,144,75,0,,,,,
394,10,1,13332,217,1841.441,39,32.0,F#6,p,11,144,90,11,,,,,
394,10,1,13332,217,1841.604,,,,,,144,90,0,,,,,
394,11,1,13333,256,1841.604,25,32.0,D#4,p,11,144,63,11,,,,,
394,12,3,13334,256,1841.604,512,2.0,G#1,,,,,,,,,,
394,13,3,13335,256,1841.604,512,2.0,D3,,,,,,,,,,
394,11,1,13333,256,1841.709,,,,,,144,63,0,,,,,
394,14,1,13336,281,1841.709,39,32.0,D7,p,11,144,98,11,,,,,
394,14,1,13336,281,1841.872,,,,,,144,98,0,,,,,
394,15,1,13337,320,1841.872,38,32.0,F#5,p,11,144,78,11,,,,,
394,15,1,13337,320,1842.031,,,,,,144,78,0,,,,,
394,16,1,13338,358,1842.031,26,32.0,D#5,p,11,144,75,11,,,,,
394,16,1,13338,358,1842.14,,,,,,144,75,0,,,,,
394,17,1,13339,384,1842.14,25,32.0,F#5,p,11,144,78,11,,,,,
394,17,1,13339,384,1842.245,,,,,,144,78,0,,,,,
394,18,1,13340,409,1842.245,39,32.0,D#4,p,11,144,63,11,,,,,
394,18,1,13340,409,1842.408,,,,,,144,63,0,,,,,
394,19,1,13341,448,1842.408,38,32.0,G#3,p,11,144,56,11,,,,,
394,19,1,13341,448,1842.567,,,,,,144,56,0,,,,,
394,20,1,13342,486,1842.567,26,32.0,A#7,p,11,144,106,11,,,,,
394,20,1,13342,486,1842.676,,,,,,144,106,0,,,,,
394,21,1,13343,512,1842.676,54,32.0,D7,p,11,144,98,11,,,,,
394,21,1,13343,512,1842.902,,,,,,144,98,0,,,,,
